monthly_income,monthly_expenses,existing_debt_payment,credit_score,age,debt_to_income_ratio,max_affordable_loan
54475.76,26847.25,3664.95,591.0,47,0.56,385373.0
75354.17,48268.64,1901.53,658.0,57,0.666,456937.88
78937.69,60010.41,13448.8,710.0,44,0.931,104831.01
46737.47,17230.76,2418.65,538.0,66,0.42,429097.59
45604.54,21211.1,3727.01,578.0,20,0.547,340754.27
53123.71,28615.05,695.62,668.0,18,0.552,441540.99
15000.0,11709.49,1201.67,613.0,49,0.861,32238.37
22120.22,9981.59,261.53,643.0,56,0.463,197997.95
94171.86,43396.69,15298.04,678.0,38,0.623,600816.91
101124.19,62871.04,4875.54,607.0,19,0.67,632649.74
53774.1,24919.76,4977.59,678.0,27,0.556,409666.67
74413.92,42630.17,6991.83,704.0,48,0.667,458440.48
67781.25,21504.92,1304.33,742.0,35,0.337,905449.0
136972.02,120829.8,6086.89,580.0,24,0.927,157285.31
87989.37,30606.54,3704.81,630.0,22,0.39,1023505.08
56802.06,28499.7,350.91,727.0,46,0.508,573736.55
36111.49,19685.38,3417.79,561.0,21,0.64,171041.25
19838.84,16603.19,187.55,688.0,63,0.846,57617.94
65086.59,22863.17,6675.44,682.0,20,0.454,712950.32
41091.23,34827.1,3377.26,473.0,30,0.93,43333.26
24443.66,16220.24,2992.34,640.0,20,0.786,97388.54
43835.68,26852.17,169.85,706.0,25,0.616,269456.33
32961.3,13260.49,5082.73,663.0,67,0.557,220694.92
102178.54,64951.95,180.98,642.0,68,0.637,627295.55
82040.99,36219.21,7625.44,692.0,21,0.534,630841.16
59800.68,44252.46,792.44,759.0,59,0.753,292158.45
96998.6,39220.48,5462.62,723.0,52,0.461,1008679.88
61934.21,33012.56,771.33,620.0,29,0.545,576360.44
38467.89,17953.31,1731.47,563.0,41,0.512,339042.06
98078.1,39414.8,8656.0,722.0,55,0.49,877254.18
73472.75,48580.03,5467.24,586.0,36,0.736,331591.77
34068.85,21474.23,1583.79,638.0,53,0.677,198344.5
55241.53,40400.98,7091.0,696.0,52,0.86,149673.11
38109.54,10785.71,468.12,772.0,35,0.295,409275.8
25430.01,18045.78,238.88,783.0,57,0.719,132405.36
83154.44,74838.99,1006.1,685.0,51,0.912,146957.53
107735.42,51955.82,5385.03,639.0,42,0.532,924484.87
25035.81,20886.68,209.89,584.0,24,0.843,67114.62
74074.23,37816.81,4839.6,837.0,28,0.576,597812.7
43733.94,15050.53,1801.06,657.0,55,0.385,473905.33
47821.87,24109.64,1739.51,734.0,36,0.541,415098.55
45190.15,31959.86,672.86,696.0,52,0.722,209345.35
38400.23,16292.2,4382.43,640.0,62,0.538,321443.85
61213.04,28154.89,3202.06,637.0,37,0.512,529770.42
39226.25,25066.78,2084.06,569.0,44,0.692,194289.51
66761.42,36749.43,2365.81,770.0,48,0.586,509787.94
58744.05,37460.69,3632.45,670.0,42,0.7,278599.96
54026.3,31641.82,7953.35,794.0,19,0.733,313418.24
37310.91,23205.29,814.26,644.0,46,0.644,247040.79
45580.72,22113.7,1281.99,656.0,54,0.513,407525.58
78884.78,46128.64,1165.59,589.0,48,0.6,567144.15
72522.93,29799.24,5070.36,655.0,64,0.481,486191.28
35561.12,26431.34,3557.14,581.0,59,0.843,110357.49
62483.31,28421.08,1362.43,712.0,23,0.477,445902.38
78784.68,56671.96,3791.8,689.0,63,0.767,364190.07
18264.87,9405.66,753.99,798.0,38,0.556,160308.59
73584.0,42700.79,6308.95,563.0,50,0.666,367086.52
43434.41,20664.15,3706.51,777.0,26,0.561,372562.27
74264.97,29527.8,2719.96,602.0,27,0.434,757318.26
40918.52,11796.23,498.75,708.0,39,0.3,502455.36
15000.0,5875.52,225.84,588.0,48,0.407,169689.43
19311.44,9683.02,565.63,696.0,28,0.531,141173.05
61202.12,35606.29,3639.27,479.0,36,0.641,307782.14
66493.06,46648.67,1329.37,626.0,58,0.722,282850.63
37392.08,18065.48,2689.32,688.0,29,0.555,260192.07
75964.81,31730.95,5123.31,820.0,69,0.485,790056.28
18462.0,6158.79,3375.93,510.0,55,0.516,166379.78
58348.01,36293.02,8270.29,680.0,33,0.764,271407.24
29724.6,22515.76,6589.01,639.0,30,0.979,10598.93
43704.1,32338.83,3346.35,527.0,55,0.817,148577.97
61184.97,40167.31,4386.37,590.0,30,0.728,312688.0
38489.67,24855.91,822.42,642.0,32,0.667,211375.37
50386.11,40542.86,6597.93,717.0,35,0.936,58607.54
85157.32,51078.4,2559.01,687.0,33,0.63,591389.87
45577.7,29485.1,1355.16,575.0,58,0.677,229055.47
80892.3,40598.42,10924.02,533.0,67,0.637,432582.93
31757.33,10978.3,3096.9,713.0,59,0.443,352358.59
73245.1,32771.52,1820.64,664.0,61,0.472,761404.16
96039.22,52689.62,2724.51,809.0,22,0.577,719742.94
15000.0,8386.77,541.07,652.0,44,0.595,112033.14
40077.62,33622.83,2462.93,771.0,19,0.9,79595.19
74426.8,41842.12,6782.71,724.0,58,0.653,428835.49
54923.87,39920.12,6387.34,746.0,67,0.843,168597.97
69278.65,33582.02,3875.72,715.0,44,0.541,621577.74
44900.37,22596.05,2225.27,716.0,18,0.553,394440.94
62164.74,21798.0,5688.94,497.0,31,0.442,535148.24
56108.07,24611.85,3396.48,661.0,52,0.499,517943.87
89194.55,56107.58,1693.31,627.0,40,0.648,558674.58
66360.52,36573.54,9166.52,782.0,60,0.689,402661.45
68440.07,47322.25,3397.25,600.0,39,0.741,330580.6
49703.08,28688.02,1264.84,658.0,44,0.603,318522.11
47809.84,23767.8,2079.72,744.0,67,0.541,379756.25
49186.05,42902.26,5038.38,704.0,42,0.975,20479.19
69861.3,37439.68,1665.75,693.0,51,0.56,617796.37
49475.39,35842.45,6919.14,769.0,66,0.864,128681.91
67244.37,32937.55,5392.35,701.0,44,0.57,497969.56
111885.02,73445.79,10980.19,636.0,52,0.755,543888.08
81778.12,56361.67,7189.02,576.0,38,0.777,299723.31
51849.41,30138.7,1160.3,719.0,56,0.604,298595.94
90030.35,18006.07,6930.55,618.0,20,0.277,1056453.88
49798.12,27525.3,808.79,661.0,42,0.569,387250.73
15000.0,11018.54,1347.99,766.0,64,0.824,52336.58
34797.84,21892.09,1432.19,662.0,21,0.67,191318.32
15000.0,9253.14,645.67,644.0,32,0.66,86294.03
51212.16,14936.61,1007.3,658.0,20,0.311,597736.31
60460.46,26719.4,3036.75,660.0,28,0.492,582922.63
101910.93,62339.29,8054.58,601.0,45,0.691,612168.87
68173.18,41691.82,1108.62,814.0,20,0.628,463886.37
54522.49,39921.37,1290.98,636.0,69,0.756,266695.73
80735.14,42649.95,5567.05,743.0,35,0.597,624336.7
15000.0,9163.1,31.8,599.0,63,0.613,97672.12
65890.36,36401.54,402.59,724.0,26,0.559,525731.74
79271.63,31863.91,2123.68,694.0,32,0.429,746046.74
23035.34,4875.0,1573.17,682.0,57,0.28,274596.97
88593.85,54454.34,7268.04,694.0,25,0.697,441071.42
68462.41,39440.65,5674.29,713.0,57,0.659,383874.82
49617.8,22688.92,3898.38,662.0,31,0.536,427111.91
75819.55,23286.01,6292.3,666.0,55,0.39,1001614.77
116767.32,75251.98,3935.86,726.0,30,0.678,647001.42
64546.66,32926.02,3732.94,589.0,56,0.568,459329.46
66205.51,41943.26,4541.31,576.0,64,0.702,364028.06
48515.98,40249.21,4553.98,694.0,27,0.923,60857.76
38753.89,8866.32,202.36,519.0,61,0.234,410729.75
80758.4,35942.32,4110.62,545.0,47,0.496,538306.99
38597.9,20016.63,3281.63,824.0,22,0.604,305013.74
61789.16,47467.91,1637.69,804.0,39,0.795,232426.61
48058.56,14635.73,1409.57,634.0,52,0.334,486109.6
71974.5,60485.87,1551.2,760.0,22,0.862,176337.34
68341.55,38980.54,10027.42,763.0,29,0.717,400597.71
85938.5,46028.65,2134.31,718.0,52,0.56,669093.93
47249.59,24583.54,1781.99,674.0,38,0.558,406595.57
53253.13,25804.36,2527.62,730.0,43,0.532,485020.6
35530.91,25128.08,704.44,744.0,18,0.727,185098.54
48892.67,19054.54,3192.78,731.0,66,0.455,496026.39
69432.51,41785.33,3411.45,556.0,27,0.651,427067.1
78924.72,38860.38,13548.69,843.0,55,0.664,545572.0
36945.87,16096.57,1146.78,850.0,41,0.467,403226.36
81740.15,73566.13,1000.85,527.0,69,0.912,93165.13
93890.95,57541.78,13601.21,721.0,48,0.758,407641.62
70335.87,45154.92,3906.19,844.0,62,0.698,358934.68
106919.9,77053.59,4753.11,760.0,64,0.765,424670.71
40655.27,13692.59,1916.69,761.0,40,0.384,523836.63
28883.63,23477.88,3081.92,565.0,38,0.92,37966.23
15531.99,3106.4,2542.47,743.0,19,0.364,216388.81
97401.11,42338.8,1256.63,699.0,48,0.448,1052431.54
76359.14,36739.84,13737.94,742.0,19,0.661,451787.44
58610.38,37349.97,932.97,597.0,47,0.653,331003.79
66999.22,39047.66,9479.24,594.0,42,0.724,333499.85
31862.77,16727.25,668.59,669.0,66,0.546,272489.65
121143.8,66411.08,7502.29,650.0,36,0.61,913250.02
63230.53,25500.65,1932.56,667.0,18,0.434,497977.55
62734.87,20414.88,3298.54,642.0,54,0.378,575461.94
78144.17,51495.19,8388.6,664.0,45,0.766,305149.8
72025.23,47108.53,7671.05,627.0,37,0.761,319244.1
65597.1,51669.14,4734.81,676.0,65,0.86,178194.99
40238.14,17362.65,1146.03,566.0,22,0.46,257609.96
71786.71,46942.93,6070.16,721.0,47,0.738,316391.91
107050.61,54322.19,2968.43,701.0,40,0.535,959251.8
93635.5,68220.13,6337.8,579.0,59,0.796,286922.77
99829.67,70209.65,9109.96,786.0,44,0.795,406877.77
47219.61,27466.77,1011.26,614.0,59,0.603,337492.85
35259.88,17597.16,964.52,775.0,18,0.526,304232.64
56855.33,39465.55,1510.84,706.0,26,0.721,293532.08
61393.12,39723.54,3197.93,760.0,67,0.699,346340.2
87354.79,39076.76,6586.53,694.0,24,0.523,797838.65
17688.38,6205.62,640.43,725.0,68,0.387,197001.48
98238.76,49779.55,15125.78,759.0,43,0.661,517447.91
56049.8,43568.19,1122.73,833.0,33,0.797,239004.05
49327.97,35613.47,3923.29,766.0,23,0.802,186544.43
34697.39,13294.34,5506.35,716.0,59,0.542,310362.84
18628.58,6982.67,97.79,572.0,54,0.38,176974.49
80579.26,59725.56,1880.38,487.0,62,0.765,289993.16
61832.95,23475.16,578.45,670.0,29,0.389,643220.17
27750.98,17383.05,1077.47,623.0,41,0.665,176032.88
27623.03,12640.0,384.2,626.0,34,0.471,271273.19
51605.38,40900.19,1243.47,673.0,19,0.817,195957.81
101725.54,44193.26,14003.18,733.0,48,0.572,805420.91
53510.22,38607.85,4505.29,630.0,54,0.806,158763.27
22421.43,12953.5,2137.42,752.0,59,0.673,124342.35
53856.42,31658.38,2114.56,683.0,46,0.627,397012.18
53181.91,13532.33,5603.16,683.0,18,0.36,698557.08
15000.0,3293.44,238.99,830.0,61,0.235,197955.55
58642.63,30313.26,2414.02,694.0,31,0.558,449136.87
54226.64,31832.98,1731.3,676.0,57,0.619,330759.83
77405.16,29508.42,8701.57,722.0,66,0.494,874707.53
106223.9,41076.36,5254.07,824.0,28,0.436,1233904.3
88164.13,55915.53,4412.87,676.0,49,0.684,457729.17
53277.78,33800.93,2359.5,715.0,37,0.679,287165.72
32336.85,17117.15,3494.82,671.0,19,0.637,241434.34
124334.0,82934.54,5162.61,672.0,48,0.709,693499.69
61480.46,22985.68,885.35,641.0,22,0.388,664102.83
60348.23,29969.52,10493.09,635.0,49,0.67,333580.26
59396.87,47350.1,4602.31,816.0,67,0.875,140967.73
64952.12,36389.32,491.02,636.0,26,0.568,423735.53
56390.99,32083.48,3132.78,557.0,58,0.625,326008.65
45658.45,40905.04,422.25,690.0,27,0.905,75217.32
46328.53,15756.27,1624.28,761.0,53,0.375,544584.24
59181.17,39619.69,7734.37,779.0,66,0.8,226327.4
46414.38,37112.84,3793.41,584.0,43,0.881,102115.94
42178.86,21143.05,1363.56,769.0,61,0.534,349428.5
62660.76,42543.18,10297.91,845.0,20,0.843,225090.18
53625.57,21594.86,500.51,625.0,53,0.412,542385.78
97599.82,43626.16,4561.15,666.0,40,0.494,916973.39
15000.0,9116.17,1028.05,581.0,47,0.676,90581.47
87287.67,58463.97,10135.55,828.0,56,0.786,392089.75
91152.13,65460.03,6089.52,561.0,40,0.785,350441.7
15000.0,11781.66,670.18,648.0,40,0.83,42432.86
51432.81,27767.7,496.63,743.0,60,0.55,430122.21
50713.98,36972.61,4136.42,625.0,53,0.811,179757.93
24812.21,12372.71,637.23,601.0,42,0.524,217559.46
40554.58,27792.61,6120.81,676.0,37,0.836,122055.56
32235.6,18732.86,1414.46,850.0,55,0.625,261712.72
103806.76,64033.38,726.68,660.0,50,0.624,640466.21
83391.96,51163.15,3147.43,663.0,50,0.651,556023.44
91788.88,28389.77,2223.3,591.0,55,0.334,1138342.36
78041.8,29763.72,3424.41,711.0,18,0.425,830378.07
31773.71,17964.26,1080.22,751.0,64,0.599,246095.34
46886.99,13921.13,2917.4,631.0,50,0.359,419737.94
72234.36,48735.2,1848.49,723.0,55,0.7,459954.78
29446.8,20045.42,1016.18,632.0,41,0.715,152255.1
77824.96,46623.03,10015.65,529.0,26,0.728,365046.34
53991.87,20615.71,5959.7,717.0,48,0.492,526591.63
50629.48,38327.57,4741.25,846.0,55,0.851,159551.69
77774.0,66542.0,3330.98,584.0,66,0.898,139274.5
71106.58,40677.34,5242.33,694.0,45,0.646,529471.05
50975.85,31940.46,1123.45,785.0,40,0.649,434221.63
88983.25,51633.49,2407.9,672.0,47,0.607,699070.43
32973.42,20758.59,1214.37,566.0,35,0.666,207196.6
75398.39,40116.93,10522.47,684.0,43,0.672,430142.06
74827.53,40767.19,1585.12,799.0,69,0.566,622830.0
52261.34,35843.84,4088.43,639.0,50,0.764,225553.53
68153.33,61337.99,8020.02,699.0,33,1.018,0.0
28722.16,9765.23,5038.31,596.0,46,0.515,247126.9
83100.68,44411.34,13395.56,672.0,33,0.696,412538.33
55377.45,20651.96,5819.49,711.0,50,0.478,513057.56
46931.92,37020.08,2660.15,690.0,56,0.845,127626.54
86225.23,39822.2,4946.44,645.0,63,0.519,768777.73
42391.41,14138.38,684.3,715.0,64,0.35,495863.12
24788.47,16006.61,1722.99,734.0,55,0.715,130042.82
21084.27,17112.98,1241.98,739.0,40,0.871,50139.12
75150.25,48813.07,2831.37,657.0,43,0.687,446135.15
27989.27,16253.92,1439.57,630.0,66,0.632,202275.1
103869.85,63503.03,2591.76,837.0,34,0.636,697743.51
15000.0,11433.39,144.11,691.0,55,0.772,67341.08
102411.41,42897.08,10465.76,659.0,62,0.521,798278.62
65275.44,34806.36,3144.22,562.0,41,0.581,486019.35
57582.17,27760.16,8244.93,605.0,60,0.625,324760.9
46377.02,17383.05,3191.78,629.0,36,0.444,514453.94
69978.4,35041.25,1716.95,715.0,59,0.525,600326.48
59059.13,42295.68,5716.43,652.0,44,0.813,200863.03
87582.55,55614.07,12199.74,681.0,19,0.774,363156.05
62855.69,40645.42,10729.07,565.0,69,0.817,218341.81
63757.54,36467.49,3750.41,792.0,25,0.631,429334.84
50909.69,31996.67,5256.46,621.0,32,0.732,236666.01
58576.36,25182.65,3256.69,699.0,58,0.486,562526.94
67695.04,34089.43,1671.68,638.0,30,0.528,617765.98
17245.79,9981.87,1583.21,655.0,44,0.671,93617.3
26295.36,15557.06,1794.96,616.0,39,0.66,122171.11
78581.6,46994.01,13055.31,704.0,64,0.764,302493.86
64271.64,34015.74,11976.81,602.0,64,0.716,336907.75
55400.42,27333.82,277.78,705.0,18,0.498,516774.95
60460.85,54414.76,4940.68,670.0,22,0.982,19793.28
68689.54,47122.27,1641.92,730.0,46,0.71,342287.84
46506.01,28460.38,1633.39,738.0,32,0.647,311737.71
40542.38,20880.09,1090.26,655.0,47,0.542,348129.03
64896.13,31300.52,1146.94,709.0,63,0.5,593429.77
35540.68,18850.06,1391.05,644.0,23,0.57,306064.96
70206.32,41697.24,3211.16,785.0,23,0.64,533281.0
17435.41,4671.55,2913.66,651.0,40,0.435,172981.34
85728.89,26969.59,11915.04,664.0,69,0.454,898927.65
71814.94,32637.57,7730.41,642.0,22,0.562,560076.16
66400.74,38583.54,3825.06,621.0,39,0.639,431007.8
84567.27,43476.8,3408.02,843.0,58,0.554,741478.29
101636.86,78435.01,15988.82,719.0,37,0.929,136750.58
85359.25,27967.15,6216.77,685.0,37,0.4,793497.58
15000.0,6559.47,993.91,642.0,56,0.504,121161.57
28010.58,21792.61,2141.68,769.0,47,0.854,87692.95
44379.54,25281.6,5817.42,636.0,65,0.701,226387.9
60652.28,41408.91,3969.42,690.0,34,0.748,249607.83
72941.48,62560.96,746.29,850.0,40,0.868,227237.54
41856.4,18665.0,175.69,603.0,57,0.45,384310.19
64669.17,34604.66,1529.57,723.0,67,0.559,561476.46
41115.43,20933.34,2813.56,703.0,69,0.578,303747.11
44712.05,11482.55,1327.05,722.0,30,0.286,650526.46
24833.47,12502.18,2303.36,657.0,63,0.596,179275.86
36919.17,25184.76,4086.21,633.0,53,0.793,111847.28
26207.88,16539.49,2002.52,698.0,59,0.707,170031.05
35603.17,22887.94,685.72,644.0,27,0.662,200494.28
86341.04,42624.3,2078.41,493.0,55,0.518,639533.49
36265.03,16376.76,5831.69,614.0,56,0.612,214243.73
125809.55,93147.93,20160.41,655.0,56,0.901,182917.88
72332.95,34387.26,11859.7,594.0,21,0.639,494704.1
64620.9,38392.07,7473.41,692.0,36,0.71,350293.77
38541.06,22141.84,6266.24,619.0,69,0.737,142235.17
77507.75,59623.42,1103.87,677.0,58,0.783,292364.78
45609.05,31730.76,1463.73,850.0,45,0.728,260677.17
63050.25,22427.68,6170.06,778.0,44,0.454,706939.82
124002.11,46112.3,1842.31,727.0,40,0.387,1298198.05
57598.5,36680.83,3630.79,825.0,36,0.7,326746.24
88731.83,47946.19,2210.72,674.0,33,0.565,650144.79
42420.59,20435.03,6415.37,675.0,52,0.633,271039.67
59125.29,41526.3,3846.02,596.0,22,0.767,240646.17
104270.02,60280.47,3462.95,782.0,41,0.611,850185.01
44325.82,24727.99,6925.59,837.0,22,0.714,260267.72
105311.21,70239.87,3117.47,753.0,46,0.697,624530.66
77693.8,38360.04,5189.86,794.0,23,0.561,654471.93
45938.33,36074.35,5746.11,461.0,58,0.91,56212.17
75810.19,32734.3,1455.0,850.0,58,0.451,829852.03
84313.86,54680.86,4150.43,672.0,61,0.698,440307.77
75545.25,57797.78,1280.02,850.0,65,0.782,310279.79
20744.38,7123.74,1593.25,819.0,65,0.42,239111.5
41821.57,20848.04,5043.79,742.0,54,0.619,254102.45
53812.03,38816.29,2635.28,653.0,46,0.77,209929.96
58139.16,42068.72,3973.74,693.0,50,0.792,206162.88
75516.8,39591.62,8772.61,527.0,44,0.64,404786.09
64442.53,28341.78,2080.05,754.0,52,0.472,686058.49
26616.39,18455.55,792.31,476.0,55,0.723,116686.61
69504.95,50567.1,4749.67,656.0,57,0.796,265214.59
75264.64,28246.86,5178.43,803.0,65,0.444,857864.33
73994.76,27334.62,2576.19,738.0,23,0.404,749248.93
87019.52,50800.99,8022.45,558.0,63,0.676,520722.74
80848.05,52098.82,1050.99,573.0,27,0.657,444035.28
71479.5,36107.13,8377.58,632.0,53,0.622,527626.68
58245.86,37970.13,4050.05,686.0,61,0.721,284416.63
18475.98,8193.72,589.46,750.0,24,0.475,160787.08
70740.46,16468.09,2830.74,728.0,24,0.273,862874.99
65192.19,31710.45,5376.78,595.0,46,0.569,526483.87
66789.47,37367.7,1868.95,729.0,33,0.587,544886.77
28081.29,14282.82,921.17,738.0,18,0.541,224725.36
32973.59,12404.98,2199.61,719.0,65,0.443,349639.82
86328.82,23969.43,4324.15,850.0,52,0.328,1288325.25
59011.12,27905.57,13847.12,738.0,64,0.708,378541.45
77037.52,52743.61,16031.76,757.0,46,0.893,160193.7
60707.96,44828.56,4375.12,830.0,55,0.81,237362.98
60743.9,44231.1,4085.89,748.0,30,0.795,232051.1
83457.1,35687.39,835.16,636.0,69,0.438,827469.12
47098.88,17753.64,2684.01,779.0,57,0.434,546045.49
62403.02,38970.39,6188.9,648.0,29,0.724,272947.52
48443.12,31258.65,712.67,601.0,40,0.66,301455.45
49137.59,29975.18,1893.1,608.0,63,0.649,286655.43
52270.7,12957.41,1169.14,779.0,33,0.27,683818.0
65553.34,27530.26,10068.94,730.0,31,0.574,485809.88
48031.28,26203.31,4396.14,765.0,33,0.637,398137.49
91393.9,56945.96,4501.83,730.0,23,0.672,634723.34
37634.82,25030.77,1462.92,695.0,53,0.704,186619.79
55328.21,31627.71,3501.27,705.0,69,0.635,382969.72
49006.72,29385.29,325.03,727.0,41,0.606,369692.02
96174.45,54120.23,149.74,632.0,68,0.564,863274.73
64913.87,42378.56,1019.93,577.0,44,0.669,347260.96
85796.11,51214.26,5064.02,641.0,42,0.656,405707.38
22860.99,12798.97,1434.55,724.0,57,0.623,159227.47
66676.26,33987.87,1089.28,628.0,53,0.526,538323.74
82240.77,46235.24,2989.32,850.0,46,0.599,698509.94
62057.1,38642.26,2868.92,715.0,48,0.669,414549.81
86637.01,51126.35,8036.83,690.0,20,0.683,559257.31
47067.79,28575.98,1970.26,631.0,30,0.649,322262.23
95233.69,71559.38,11156.27,753.0,21,0.869,253912.09
117472.45,69282.27,8441.79,583.0,28,0.662,744963.61
50929.04,23053.04,1639.83,705.0,65,0.485,418076.94
48862.44,33350.62,1857.43,645.0,32,0.721,235743.4
96334.61,33242.21,4429.86,690.0,19,0.391,1072255.45
99489.3,38580.76,947.06,719.0,32,0.397,1167626.99
46928.5,28174.8,5951.4,588.0,23,0.727,204247.92
49495.33,31056.31,1361.03,546.0,64,0.655,263031.62
52955.38,19235.64,1876.53,605.0,30,0.399,529339.9
26388.74,12998.49,4105.32,750.0,52,0.648,184202.87
37033.7,17001.71,4991.67,710.0,68,0.594,194922.33
34896.48,16645.57,1039.26,648.0,61,0.507,304983.41
40805.06,28218.32,2274.05,837.0,61,0.747,192109.82
59132.88,38789.74,9011.89,783.0,66,0.808,201025.89
65855.37,36031.56,3436.07,763.0,57,0.599,522704.38
98762.51,46231.3,6292.12,622.0,30,0.532,817913.36
35041.15,12178.64,1029.78,763.0,29,0.377,426889.53
84608.06,64558.3,15411.68,707.0,33,0.945,87175.69
54650.28,34911.53,4881.93,622.0,60,0.728,295376.23
58763.41,26090.93,6267.58,672.0,69,0.551,532651.26
76870.49,50576.16,9375.23,597.0,58,0.78,249437.16
31931.95,17226.22,3559.09,623.0,68,0.651,184993.05
69560.24,35262.42,4328.91,588.0,37,0.569,491400.69
64161.31,39477.28,6085.18,757.0,57,0.71,301054.93
72311.28,31728.4,7364.59,674.0,30,0.541,764167.65
67229.22,33509.5,11719.51,605.0,51,0.673,382847.19
121382.5,68971.86,8493.82,721.0,36,0.638,722213.43
44056.5,20930.46,5418.96,680.0,62,0.598,355679.91
46725.08,30388.25,2190.74,764.0,44,0.697,274926.19
44421.49,36885.82,1560.43,691.0,46,0.865,100926.5
46113.07,20144.74,8728.29,565.0,36,0.626,308683.83
44065.32,13229.78,3749.78,640.0,60,0.385,522205.44
89725.41,22407.93,1581.27,587.0,44,0.267,1195742.14
95512.61,50376.19,1546.17,725.0,19,0.544,859806.71
45731.34,20603.13,5046.44,767.0,57,0.561,358553.78
39191.11,22777.05,3391.75,556.0,56,0.668,181023.44
71785.39,40909.75,5179.67,670.0,18,0.642,407492.12
46194.42,14297.98,3864.7,772.0,31,0.393,514714.55
75823.3,21061.24,4307.63,555.0,25,0.335,693081.14
65073.08,38678.78,1004.55,645.0,44,0.61,531038.98
22106.4,12607.59,2879.55,680.0,50,0.701,108169.32
98687.63,47974.75,8009.65,765.0,48,0.567,804180.8
104896.94,31618.92,5986.15,724.0,47,0.358,1274328.11
44680.28,27733.44,176.59,740.0,42,0.625,351564.22
50307.46,37267.01,2043.04,728.0,66,0.781,216146.72
67146.63,39730.49,3477.7,650.0,53,0.643,434057.71
68361.42,28908.6,1272.16,811.0,55,0.441,930746.26
76463.61,42565.98,1367.59,626.0,18,0.575,660497.16
110255.11,38047.15,9480.17,458.0,48,0.431,1005652.74
55576.32,39386.61,1425.5,536.0,52,0.734,248878.08
40042.57,22515.0,2216.03,671.0,38,0.618,272468.62
25517.02,7266.65,745.61,653.0,51,0.314,334667.26
41726.75,21067.79,269.49,637.0,34,0.511,345979.73
59171.83,36656.66,3395.28,692.0,26,0.677,323908.31
104863.95,52436.47,1127.55,776.0,46,0.511,1129570.01
47059.72,23935.31,1011.34,716.0,25,0.53,379726.22
65594.7,24029.94,608.08,732.0,36,0.376,766591.21
59589.43,37838.16,1467.48,594.0,64,0.66,333190.61
89709.83,40614.3,110.41,638.0,23,0.454,858232.82
123173.31,27902.84,8324.53,736.0,41,0.294,1670703.34
46728.28,23098.32,639.23,689.0,23,0.508,419935.07
47764.01,33299.75,2950.06,718.0,57,0.759,195568.01
86104.02,42359.78,7531.31,729.0,20,0.579,651278.52
77047.29,62462.06,1782.41,693.0,48,0.834,249771.09
106167.68,65223.61,1996.86,807.0,48,0.633,784423.89
74598.2,44819.63,4186.82,637.0,29,0.657,468929.63
51017.7,27077.15,1774.31,614.0,69,0.566,419230.39
74766.37,40355.68,1261.94,539.0,25,0.557,573554.94
87717.59,44778.64,5689.16,740.0,60,0.575,661225.18
80512.05,40631.18,3386.57,634.0,43,0.547,662766.44
72681.85,45762.68,5245.29,781.0,43,0.702,432893.52
86666.87,35500.94,5206.89,700.0,32,0.47,711132.41
